,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
FOSL,1.7447059,0.17144,,,2.0,-0.544075,,5.0,10.437,,4.0,22.67,2.107,1534291200,76.635,,,150955008,0.05479,8.668,0.475,1308422144,USD,,45423329,0.62,36.564514,254473632,12300.0,,,0.4953,1358839000,0.093380004,1.0050701,Footwear & Accessories,,,1514592000,1081728000,3/2,,1,86400,,,1530316800,-141347008,1577664000,5,221502000,0.02939,2.0,3.55,2,2.17208,,-0.0513,-0.0513,0.88,hold,3.3,0.03181,-0.23627001,-0.034,56.514,,Consumer Cyclical,2.0,49389300,0.24180001,11942173,1531440000,8667564,0.37330002,6.21,33.0,6.0,20.6,23.0,,,241796992,4.896,396088000,2755266048,-2.906,,
FOXA,0.6482358,0.17144,,,1.0,1.074736,,10.0,10.561,,2.0,45.4,2.345,1534291200,90.543,0.928,0.933,6904999936,0.22714001,14.247,3.236,98376384512,USD,,1085756660,2.43,18.683128,2347624960,22400.0,,,0.34826002,10587000000,0.011419999,0.9636,Media - Diversified,,,1530316800,1372723200,1/1,,1,86400,,,1530316800,4476000256,1593475200,17,4166000128,0.20793,10.0,1.78,2,4.2988358,,0.14684,0.14684,1.788,buy,2.5,0.07546,0.24361,0.177,16.415,,Consumer Cyclical,10.0,1054049984,0.0156,33212712,1531440000,37143530,,2.28,52.0,45.0,49.65,50.0,,,7622000128,4.114,19523000320,30400000000,2.404,,
FSLR,0.09030104,0.17144,,,1.0,0.684016,,6.0,48.769,,6.0,52.08,4.888,1534291200,9.086,,,250548992,0.1088,11.159,1.214,2795956992,USD,,75111629,3.01,17.302326,232769376,4100.0,,,0.22521,548947000,0.32044,0.56921,Solar,,,1514678400,,,,1,86400,,,1530316800,-192247008,1577750400,12,1099192960,0.06141,3.0,8.44,2,1.0678915,,-0.08347999,-0.08347999,4.232,hold,2.6,0.0128999995,-0.036960002,-0.504,22.026,,Technology,1.0,104802000,0.040599998,4253493,1531440000,6316427,0.0521,2.57,94.0,45.0,68.76,64.03,,,3134912000,29.913,464393984,2302789888,-1.841,,
FTI,0.17249238,0.17144,,,,0.804383,,,28.39,,,30.63,1.293,1534291200,29.63,-0.345,-0.359,1816999936,0.13062,6.84,0.893,12428063744,USD,,429933130,1.54,19.88961,-584000000,37000.0,,,0.18554,2532300000,0.26549,0.0,Oil & Gas Equipment & Services,,,1514678400,1301616000,2/1,,1,86400,,,1530316800,167900000,1577750400,25,-568800000,0.089320004,,1.59,2,1.078901,,0.01207,0.01207,1.09,buy,2.1,0.027449999,0.0144299995,-0.23,29.93,,Energy,,450788000,0.0179,8145150,1531440000,10137028,0.0177,2.32,46.0,21.0,36.6,37.0,,,5615399936,12.277,3865999872,13909999616,0.358,,
FTK,-0.5393474,0.17144,,,1.0,1.594691,,2.0,3.414,,2.0,2.49,1.763,1534291200,25.284,,,-4982000,-0.01835,-34.849,0.639,173618416,USD,,46738007,-0.21,-11.857143,7415500,334.0,,,0.27323,101969000,0.06012,0.79041,Oil & Gas Equipment & Services,,,1514678400,1184198400,2/1,,1,86400,,,1530316800,-86154000,1577750400,2,5478000,-0.06313,1.0,-0.34,2,0.72934973,,-0.31874,-0.31874,0.584,buy,2.5,-0.033469997,-0.36713,-0.306,4.724,,Energy,2.0,56958700,0.1462,8326516,1531440000,8556300,0.1758,12.02,5.0,3.0,4.0,4.0,,,3096000,0.054,49126000,271568992,-1.509,,
GILD,-0.08907461,0.17144,,,1.0,1.449075,,6.0,16.722,,4.0,75.73,2.999,1534291200,133.708,-0.403,-0.409,12229000192,0.52717996,8.181,4.313,100048273408,USD,,1287914379,6.59,11.491654,8306749952,10000.0,,,0.80666,21749000000,0.00672,0.81106,Biotechnology,,,1514678400,1359331200,2/1,,1,86400,,,1530316800,2208000000,1577750400,23,9290000384,0.46653,3.0,-2.09,2,4.5287647,,0.09518,0.09518,2.808,buy,2.1,0.10769,0.09968001,-0.209,17.782,,Healthcare,4.0,1296339968,0.0108,13981178,1531440000,15410952,0.0108,2.23,106.0,69.0,87.87,88.0,,,27103000576,20.907,29059999744,23196999680,1.674,,
GIS,-0.15040958,0.17144,,,1.0,0.771533,,3.0,10.354,,2.0,46.01,0.562,1534291200,217.629,-0.137,-0.133,3340300032,0.21221,13.061,2.772,43628408832,USD,,591599612,3.24,14.200617,1799900032,40000.0,,,0.34642,5452800000,0.00271,0.73483,Packaged Foods,,,1527379200,1276041600,2/1,,1,86400,,,1527379200,2131000064,1590537600,17,2840999936,0.17371,4.0,2.89,2,4.443693,,0.13538,0.13538,0.307,hold,2.7,0.06518,0.33626,0.022,27.289,,Consumer Defensive,7.0,595971968,0.042,25026212,1531440000,27776279,0.042,5.58,55.0,42.0,48.29,48.0,,,399000000,0.672,15818600448,15740399616,3.64,,
GKOS,0.7816547,0.17144,,,2.0,1.030757,,8.0,4.227,,10.0,68.37,7.628,1534291200,,,,-267000,-0.00161,-8449.587,13.644,2256039680,USD,,33853623,-0.03,-2279.0002,10919250,387.0,,,0.86517,138204000,0.04249,1.08894,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,-5778000,1577750400,8,16244000,-0.040409997,9.0,-4.01,2,16.174591,,-0.03494,-0.03494,6.737,buy,1.9,-0.02638,-0.0421,0.045,4.772,,Healthcare,8.0,35255000,0.14930001,5262504,1531440000,5030289,0.1911,14.24,75.0,55.0,63.38,58.0,,,120148000,3.408,0,165356000,-0.167,,
GLNG,0.19999993,0.17144,,,2.0,0.583632,,6.0,17.366,,8.0,25.56,0.616,1534291200,147.864,,,9125000,0.042329997,558.171,23.626,5093306880,USD,,92321910,0.33,77.454544,-377742368,180.0,,,0.30273,26299000,0.05736,0.95321,Shipping & Ports,,,1514678400,,,,1,86400,,,1530316800,-24735000,1577750400,12,129598000,-0.28625,5.0,0.05,2,1.4718416,,-0.11472999,-0.11472999,0.333,buy,1.6,-0.00796,0.0126600005,1.09,2.198,,Industrials,2.0,101100000,0.0813,8219300,1531440000,10048416,0.0879,8.41,46.0,32.0,37.08,36.5,,,375067008,3.823,2724685056,215583008,-0.256,,
GLOG,0.0059701204,0.17144,,,,1.46968,,,11.241,,,16.8,1.2,1534291200,168.252,,,366563008,0.66333,13.986,9.277,5126795264,USD,,40495128,0.95,17.68421,-382487008,184.0,,,0.7435,394593000,0.48735002,0.4816,Shipping & Ports,,,1514678400,,,,1,86400,,,1530316800,19888000,1577750400,11,246316992,0.40389,,2.11,2,1.4945289,,0.0542,0.0542,1.131,buy,2.0,0.028350001,0.06182,0.072,6.847,,Industrials,,80814096,0.040900003,3297212,1531440000,3310569,0.0696,9.25,25.0,16.0,21.38,22.0,,,340368992,4.212,3134650880,552606976,0.246,,
GPRO,-0.30333334,0.17144,,,2.0,0.820892,,7.0,1.346,,9.0,6.41,1.487,1534291200,71.606,,,-90654704,-0.07886,-9.589,0.756,869324608,USD,,102757329,0.14,45.785713,-2114700,1273.0,,,0.29580998,385164000,0.0074699996,0.42022,Consumer Electronics,,,1514678400,,,,1,86400,,,1530316800,-154803008,1577750400,5,14353000,-0.115559995,9.0,-3.19,2,4.7622585,,-0.13465999,-0.13465999,1.003,hold,3.3,-0.12323,-0.61855,-0.047,8.359,,Technology,10.0,103548000,0.16620001,24723172,1531440000,24405432,0.2215,5.3,7.0,5.0,6.09,6.0,,,139794000,1.002,134416000,1149624064,-1.126,,
GPS,0.243299,0.17144,,,1.0,0.548611,,10.0,8.675,,9.0,30.35,1.961,1534291200,37.395,0.118,0.096,1924999936,0.116780005,5.948,0.695,11448949760,USD,,231558250,2.7,11.240741,286249984,135000.0,,,0.38449,,0.36529,0.60552,Apparel Stores,,,1517616000,930009600,3/2,,1,86400,,,1533340800,895000000,1580688000,19,1440000000,0.08274999,9.0,0.97,2,3.498559,,0.05429,0.05429,0.687,hold,2.9,0.109110005,0.2848,0.075,42.43,,Consumer Cyclical,5.0,385000000,0.0481,18525298,1531440000,19320537,0.0796,5.1,50.0,24.0,32.95,32.0,,,1608000000,4.177,1248999936,16483999744,2.28,,
GRA,-0.01937449,0.17144,,,2.0,1.138632,,3.0,4.289,,7.0,70.66,1.567,1534291200,673.652,-0.099,-0.116,431400000,0.23884001,15.36,3.669,6626089472,USD,,59972994,4.45,15.878654,101262496,3900.0,,,0.39625,663300000,0.00875,0.87794,Specialty Chemicals,,,1514678400,566179200,2/1,,1,86400,,,1530316800,6800000,1577750400,12,297700000,0.17894,6.0,1.69,2,16.474703,,0.0037599998,0.0037599998,0.83,buy,1.8,0.063200004,0.01713,0.131,26.699,,Basic Materials,8.0,67238096,0.0221,1487415,1531440000,1930270,0.0222,2.41,92.0,76.0,84.67,85.0,,,131500000,1.956,1986599936,1806200064,0.093,,
GRMN,0.30683136,0.17144,,,1.0,0.937274,,10.0,19.91,,8.0,68.14,2.501,1534291200,,0.064,0.076,793561024,0.2465,14.7,3.624,11665358848,USD,,131976655,3.39,20.100294,374633984,12300.0,,,0.58274,1783164000,0.31987,0.43131,Scientific & Technical Instruments,,,1514592000,1155686400,2/1,,1,86400,,,1530316800,599288000,1577664000,6,835078016,0.21802999,9.0,3.52,2,3.4224007,,0.18615,0.18615,1.779,hold,3.1,0.09011,0.16547,0.076,17.119,,Technology,7.0,188796992,0.052399997,9899037,1531440000,11141885,0.0834,8.41,72.0,53.0,62.5,62.0,,,1119974016,5.932,0,3219333120,3.17,,
GRPN,-0.029345274,0.17144,,,1.0,1.686673,,4.0,0.477,,9.0,4.27,0.918,1534291200,85.697,,,128051000,0.04654,15.664,0.729,2005854720,USD,,409387204,0.25,17.08,154743120,6672.0,,,0.48876998,1333861000,0.28173,0.62520003,Internet Content & Information,,,1514678400,,,,1,86400,,,1530316800,-53057000,1577750400,13,219178000,0.02084,5.0,0.56,2,8.951782,,-0.01968,-0.01968,0.824,hold,2.9,0.02458,-0.17578,-0.068,4.908,,Technology,4.0,568396032,0.072399996,41142527,1531440000,38937382,0.115,3.32,8.0,4.25,5.39,5.2,,,671409984,1.181,232356992,2751567872,-0.097,,
HES,0.72801006,0.17144,,,1.0,1.494304,,2.0,33.516,,7.0,67.34,2.413,1534291200,56.845,,,2206000128,0.38352,11.415,4.378,25181575168,USD,,246374625,0.91,73.99999,714625024,2075.0,,,0.71801,4080000000,0.18243,0.91059,Oil & Gas E&P,,,1514678400,1149120000,3/1,,1,86400,,,1530316800,-3583000064,1577750400,18,1066000000,-0.35588002,4.0,-2.0,2,2.0091896,,-0.61492,-0.61492,2.031,hold,2.6,-0.051939998,-0.25592,0.278,18.63,,Energy,6.0,299687008,0.0496,14877708,1531440000,17428878,0.056500003,4.89,84.0,58.0,70.56,68.5,,,2908000000,9.775,6444000256,5752000000,-11.608,,
HFC,1.2975385,0.17144,,,1.0,0.932027,,4.0,33.433,,3.0,74.52,2.38,1534291200,37.288,4.954,4.981,2101150976,0.12880999,7.146,0.921,15015279616,USD,,173912737,6.98,10.676217,599392384,3522.0,,,0.14506,1540151000,0.00548,0.93385005,Oil & Gas Refining & Marketing,,,1514678400,1377129600,1/1,,1,86400,,,1530316800,1400252032,1577750400,12,1206136960,0.10261,2.0,0.29,2,2.2289355,,0.08623999,0.08623999,1.172,hold,2.8,0.099989995,0.25704,0.293,92.558,,Energy,2.0,174690000,0.0456,8026445,1531440000,10300858,0.0657,3.17,90.0,57.0,74.83,75.0,,,979872000,5.609,2387759104,16311615488,7.873,,
HIG,-0.07123029,0.17144,,,1.0,0.711284,,5.0,35.01,,4.0,50.37,1.991,1534291200,39.048,,,2431000064,0.13479,8.08,1.089,19642185728,USD,,357114472,4.99,10.094189,22551625728,16400.0,,,0.32734,5391000000,0.00386,0.92542,Insurance - Diversified,,,1514678400,900547200,2/1,,1,86400,,,1530316800,449000000,1577750400,15,2561999872,0.11011,3.0,0.53,2,1.4387318,,-0.12697,-0.12697,1.218,hold,2.6,0.00866,0.0301,0.137,50.338,,Financial Services,4.0,358419008,0.0077,2760156,1531440000,3970754,0.0085,1.44,64.0,52.0,59.13,59.0,,,3443000064,9.606,4898999808,18036000768,-6.391,,
HIMX,-0.3833652,0.17144,,,,-0.204431,,,2.543,,,6.43,1.789,1534291200,33.731,,,24773000,0.03429,45.615,1.564,1130023552,USD,,122191392,0.2,32.149998,-81653624,2200.0,,,0.23993999,167025000,0.46548998,0.30833,Semiconductors,,,1514678400,,,,1,86400,,,1530316800,26648000,1577750400,12,24639000,0.00654,,6.26,2,2.5285096,,0.03688,0.03688,0.883,hold,2.9,0.00389,0.05598,0.195,4.189,,Technology,,172104000,0.1317,22667457,1531440000,22693877,,11.26,10.5,4.0,7.5,7.5,,,126700000,0.734,147000000,722443008,0.151,,
HK,-0.29670328,0.17144,,,2.0,4.612592,,8.0,7.109,,10.0,4.58,0.87,1534291200,54.534,,,-2156000,-0.0095,-567.749,5.395,1224067584,USD,,93268500,0.29,15.793103,-924054848,119.0,,,0.64058995,222943000,0.03601,1.1226001,Oil & Gas E&P,,,1514678400,1473638400,29/1000,,1,86400,,,1530316800,307284992,1577750400,10,35526000,-0.35082,10.0,0.79,2,0.64425373,,1.35428,1.35428,0.735,buy,2.2,-0.02467,0.33132,-0.539,1.493,,Energy,10.0,159672992,0.2317,37225261,1531440000,36463781,0.28149998,7.18,13.6,4.0,8.36,8.0,,,95870000,0.607,612353024,226900000,2.013,,
HRL,0.24676585,0.17144,,,1.0,-0.136266,,4.0,10.169,,1.0,39.15,1.691,1534291200,13.34,0.147,0.152,1297668992,0.1364,16.11,2.197,20905680896,USD,,269961721,1.84,21.277174,650983872,20200.0,,,0.20703,2003163000,0.48986,0.4404,Packaged Foods,,,1509235200,1455062400,2/1,,1,86400,,,1532822400,968888000,1572307200,11,1222008064,0.12001,3.0,1.96,2,3.8499362,,0.10184,0.10184,0.759,hold,2.8,0.09908,0.19104,0.069,17.968,,Consumer Defensive,6.0,530507008,0.0763,40477786,1531440000,37238349,0.1494,18.25,44.0,31.0,35.73,34.0,,,268982016,0.507,719801024,9513611264,1.78,,
HSY,-0.053877473,0.17144,,,2.0,0.084101,,4.0,5.018,,8.0,100.52,0.941,1534291200,432.501,0.137,0.115,1921216000,0.24962999,13.011,3.248,24997177344,USD,,139561344,5.64,17.822695,811973504,15360.0,,,0.46129,3449666000,0.00412,0.76776004,Confectioners,,,1514678400,1087344000,2/1,,1,86400,,,1530403200,1031494016,1577750400,17,1516663040,0.21409,10.0,1.97,2,20.031883,,0.13402,0.13402,0.385,hold,3.1,0.16108,1.06485,0.053,36.507,,Consumer Defensive,10.0,209312992,0.0298,6230614,1531440000,6080171,0.0418,5.09,115.0,84.0,96.71,98.0,,,467352000,2.233,4601016832,7696330752,4.86,,
HTHT,0.16727209,0.17144,,,,1.625646,,,3.6,,,34.42,1.453,1534291200,123.386,-0.155,-0.131,404692416,0.29004,24.993,7.249,10114496512,CNY,,,1.19,28.924366,262167440,13525.0,,,0.37060001,2496045000,0.08299,0.41814998,Lodging,,,1514678400,1527206400,4/1,,1,86400,,,1530316800,176606976,1577750400,15,459156416,0.19567,,55.54,2,9.5611105,,0.12657,0.12657,1.112,buy,1.8,0.06156,0.18225999,0.267,4.976,,Consumer Cyclical,,291438016,0.0219,6385778,1531440000,6141238,,3.98,57.88,30.84,43.95,43.66,,,646829184,2.298,1257686400,1395277440,0.599,,
HTZ,-0.14223719,0.17144,,,10.0,1.679815,,1.0,12.607,,3.0,17.61,0.852,1534291200,1624.322,,,562000000,0.06166,32.36,1.995,18186547200,USD,,38886585,0.28,62.89286,-34125000,37000.0,,,0.14723,1047000000,0.0071799997,1.27801,Rental & Leasing Services,,,1514678400,,,,1,86400,,,1530316800,443000000,1577750400,6,2372999936,0.03609,4.0,-0.24,2,1.3968431,,0.048600003,0.048600003,0.55,hold,3.0,0.0091,0.48548,0.074,109.819,,Industrials,2.0,84179200,0.2651,22319064,1531440000,23369566,0.41009998,4.68,38.0,13.0,21.83,17.5,,,685000000,8.137,17364000768,9114999808,5.337,,
HUBS,0.9521531,0.17144,,,2.0,1.758554,,10.0,5.868,,7.0,143.7,3.264,1534291200,135.482,,,-35368000,-0.080129996,-149.791,12.002,5297797632,USD,,36405320,1.06,135.56604,47216500,2441.0,,,0.80223,299883000,0.06125,0.99078006,Software - Application,,,1514678400,,,,1,86400,,,1530316800,-55791000,1577750400,15,62018000,-0.10633001,9.0,2.35,2,24.488752,,-0.12639,-0.12639,3.045,buy,2.2,-0.040960003,-0.25869,0.376,11.721,,Technology,8.0,38793000,0.0956,3708055,1531440000,3642075,0.1234,7.37,150.0,115.0,134.73,136.0,,,550256000,14.184,308408992,441399008,-1.482,,
